Nozare,Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" kokletaju ansamblis ""Karta""",LV-KOLEKTIVS-013522,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" kokletaju ansamblis ""Raksti""",LV-KOLEKTIVS-013523,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" sieviesu koris ""Liga""",LV-KOLEKTIVS-013518,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" sporta deju grupa",LV-KOLEKTIVS-014462,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" tautas dziesmu ansamblis ""Silavoti""",LV-KOLEKTIVS-014457,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" telotajmakslas studija ""Umbra""",LV-KOLEKTIVS-014455,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" un Latvijas Meža darbinieku viru koris ""Silvicola""",LV-KOLEKTIVS-013519,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" viru koris ""Absolventi""",LV-KOLEKTIVS-013517,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" viru vokalais ansamblis ""Harmonija Rigai""",LV-KOLEKTIVS-013528,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, RPKIA Kulturas un atputas centra ""Imanta"" vokala studija",LV-KOLEKTIVS-014466,"Anninmuižas bulvaris 29, Riga, LV-1067",56.95953,24.01694,312882,501030
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" jauktais koris ""Ridzene""",LV-KOLEKTIVS-014429,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" jauniesu koris ""Vecriga""",LV-KOLEKTIVS-014430,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" tautas deju ansamblis ""Ivuska""",LV-KOLEKTIVS-014431,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" tautas deju ansamblis ""Ridzenieks""",LV-KOLEKTIVS-014435,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" tautas deju ansambla ""Ivuska"" studija",LV-KOLEKTIVS-014432,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" videjas paaudzes deju kolektivs ""Ridzenieks""",LV-KOLEKTIVS-014436,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, SIA ""Arodbiedribu kluba Vecriga"" vokali instrumentalais ansamblis ""Vecriga""",LV-KOLEKTIVS-014437,"Valnu iela 32, Riga, LV-1050",56.94681,24.11413,311471,506943
Makslinieciskie kolektivi,"Riga, Sieviesu vokalais ansamblis ""Rodnik""",LV-KOLEKTIVS-013184,"Smilsu iela 16, Riga, LV-1050",56.95077,24.1075,311912,506539
Makslinieciskie kolektivi,"Riga, Slavu autentiskas dziedasanas ansamblis KARAGOD",LV-KOLEKTIVS-014612,"Sergeja Eizensteina iela 45, Riga, LV-1079",56.96587,24.23535,313612,514310
Makslinieciskie kolektivi,"Riga, Slavu kulturas biedribas ""Harmonika"" senioru koris ""Lada""",LV-KOLEKTIVS-016679,"Smilsu iela 16, Riga, LV-1050",56.95077,24.1075,311912,506539
Makslinieciskie kolektivi,"Riga, Slavu kulturas biedribas ""Harmonika"" tautas muzikas instrumentu orķestris ""Slavjane""",LV-KOLEKTIVS-016680,"Smilsu iela 16, Riga, LV-1050",56.95077,24.1075,311912,506539
Makslinieciskie kolektivi,"Riga, Slavu kulturas biedribas ""Harmonika"" vokalais ansamblis ""Harmonika""",LV-KOLEKTIVS-013185,"Smilsu iela 16, Riga, LV-1050",56.95077,24.1075,311912,506539
Makslinieciskie kolektivi,"Riga, Slavu muzikas biedribas ""Sozvucije"" baltkrievu vokalais ansamblis ""Suzorje""",LV-KOLEKTIVS-013348,"Ieriķu iela 43A, Riga, LV-1084",56.9663,24.18498,313650,511247
Makslinieciskie kolektivi,"Riga, Studensu Prezidiju konventa sieviesu  koris",LV-KOLEKTIVS-016064,"Pulkveža Brieža iela 8-9, Riga, LV-1010",56.9597,24.10596,312905,506444
Makslinieciskie kolektivi,"Riga, Valdorfskolas bernu folkloras kopa",LV-KOLEKTIVS-014579,"Balta iela 10, Riga, LV-1055",56.96806,24.06549,313833,503982
Kulturas centri,"Riga, VEF Kulturas pils",LV-NAMS-001298,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils ansamblis ""Rigas pantomima""",LV-KOLEKTIVS-013320,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils bernu vokalais ansamblis ""Momo""",LV-KOLEKTIVS-013323,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils bernu vokalais ansamblis/ popgrupa ""Poppy""",LV-KOLEKTIVS-013472,"Terbatas iela 41/43-7, Riga, LV-1011",56.95579,24.12519,312472,507614
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils cirka studija ""Jauniba""",LV-KOLEKTIVS-013311,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils deju grupa ""Ritms""",LV-KOLEKTIVS-013321,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils deju kopa ""Bramani""",LV-KOLEKTIVS-013282,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils folkloras kopa ""Teikas Muzikanti""",LV-KOLEKTIVS-017334,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils fotoklubs ""Riga""",LV-KOLEKTIVS-013310,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils jauktais koris ""Dzine""",LV-KOLEKTIVS-013300,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils jauktais koris ""Fenikss""",LV-KOLEKTIVS-013304,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils jauktais koris ""Jasminas koris""",LV-KOLEKTIVS-017333,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils jauktais koris ""Perezvoni""",LV-KOLEKTIVS-013305,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils jauktais koris ""Senriga""",LV-KOLEKTIVS-013301,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils jauktais koris ""Teika""",LV-KOLEKTIVS-013302,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils krievu Tautas dziesmu un deju ansamblis ""Krivici""",LV-KOLEKTIVS-010579,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils krievu Tautas instrumentu orķestris ""Sadko""",LV-KOLEKTIVS-013326,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils latgalu sadzives dziesmu ansamblis ""Olutens""",LV-KOLEKTIVS-013327,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils senioru deju kolektivs ""Sendancis""",LV-KOLEKTIVS-013331,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils senioru jauktais koris ""Vefiesi""",LV-KOLEKTIVS-013303,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils senioru sieviesu koris ""Atvasara""",LV-KOLEKTIVS-013295,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils sieviesu koris ""Daugavas vanadzes""",LV-KOLEKTIVS-013299,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils sieviesu koris ""Dzintars""",LV-KOLEKTIVS-010583,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas deju ansamblis ""Dardedze""",LV-KOLEKTIVS-013276,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas deju ansamblis ""Rotala""",LV-KOLEKTIVS-013330,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas deju ansamblis ""Zalktis""",LV-KOLEKTIVS-013273,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas deju ansamblis ""Zelta sietins""",LV-KOLEKTIVS-013329,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas fotostudija RVR",LV-KOLEKTIVS-013313,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas lietisķas makslas studija ""Atkalnis""",LV-KOLEKTIVS-016894,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas lietisķas makslas studija ""Mara""",LV-KOLEKTIVS-013316,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas lietisķas makslas studija ""Saule""",LV-KOLEKTIVS-013317,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas teatris",LV-KOLEKTIVS-013319,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas telniecibas studija ""Doma""",LV-KOLEKTIVS-013314,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils Tautas telotajas makslas studija ""Varaviksne""",LV-KOLEKTIVS-013315,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Dardedze""",LV-KOLEKTIVS-017047,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Daugava""",LV-KOLEKTIVS-017048,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Dižbramani""",LV-KOLEKTIVS-013281,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Gatve – Otra iespeja""",LV-KOLEKTIVS-017049,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Gatve""",LV-KOLEKTIVS-014574,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Mana rotala""",LV-KOLEKTIVS-017050,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils videjas paaudzes deju kolektivs ""Rotala XO""",LV-KOLEKTIVS-017051,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils vijolnieku ansamblis ""Kantilena""",LV-KOLEKTIVS-013328,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils viru vokalais ansamblis",LV-KOLEKTIVS-013324,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Makslinieciskie kolektivi,"Riga, VEF Kulturas pils vokali instrumentalais ansamblis",LV-KOLEKTIVS-013325,"Ropažu iela 2, Riga, LV-1039",56.97451,24.166,314561,510091
Bibliotekas,Rigas 1. medicinas koledžas biblioteka,LV-BIB-013391,"Tomsona iela 37, Riga, LV-1013",56.96849,24.1289,313886,507837
Bibliotekas,Rigas 1.specialas internatpamatskolas-attistibas centra biblioteka,LV-BIB-013347,"gertrudes iela 18, Riga, LV-1011",56.95653,24.12388,312554,507534
Bibliotekas,Rigas 10.vidusskolas biblioteka,LV-BIB-013139,"Lencu iela 1, Riga, LV-1010",56.96161,24.11092,313119,506745
Bibliotekas,Rigas 13. vidusskolas biblioteka,LV-BIB-013140,"Pulkveža Brieža iela 25, Riga, LV-1010",56.96214,24.10541,313177,506410
Bibliotekas,Rigas 14. vakara (mainu) vidusskolas biblioteka,LV-BIB-013597,"Margrietas iela 4, Riga, LV-1046",56.93888,24.05869,310584,503571
Bibliotekas,Rigas 15. vidusskolas biblioteka,LV-BIB-013017,"Visvalža iela 9, Riga, LV-1050",56.94763,24.13131,311565,507988
Bibliotekas,Rigas 18. vakara (mainu) vidusskolas biblioteka,LV-BIB-013590,"Simana iela 14, Riga, LV-1005",56.99391,24.13081,316716,507948
Bibliotekas,Rigas 19. vidusskolas biblioteka,LV-BIB-013362,"Miglas iela 9, Riga, LV-1016",57.03622,24.04625,321419,502807
Bibliotekas,Rigas 2. specialas internatpamatskolas biblioteka,LV-BIB-013039,"Ludzas iela 43, Riga, LV-1003",56.94142,24.14572,310875,508866
Makslinieciskie kolektivi,Rigas 2. vidusskolas meitenu koris,LV-KOLEKTIVS-014533,"Krisjana Valdemara iela 1, Riga, LV-1010",56.9543,24.10623,312304,506461
Bibliotekas,Rigas 21. vidusskolas biblioteka,LV-BIB-013051,"Tomsona iela 35, Riga, LV-1013",56.96756,24.12839,313783,507806
Bibliotekas,Rigas 22. vidusskolas biblioteka,LV-BIB-013349,"Bruninieku iela 10, Riga, LV-1001",56.9585,24.12676,312774,507709
Bibliotekas,Rigas 25. vidusskolas biblioteka,LV-BIB-013018,"Rusonu iela 6, Riga, LV-1057",56.91132,24.18245,307530,511110
Bibliotekas,Rigas 28. vidusskolas biblioteka,LV-BIB-013141,"Sliežu iela 23, Riga, LV-1005",57.00592,24.12442,318052,507557
Bibliotekas,"Rigas 29. vidusskolas biblioteka ",LV-BIB-013142,"Ledurgas iela 26, Riga, LV-1034",57.01744,24.13422,319336,508150
Bibliotekas,Rigas 3. arodskolas biblioteka,LV-BIB-013531,"Dzirnavu iela 117, Riga, LV-1011",56.94903,24.12507,311720,507608
Kulturizglitibas iestades,Rigas 3. muzikas skola,LV-IZGLITIBA-009565,"Maskavas iela 166, Riga, LV-1019",56.93566,24.15595,310235,509490
Bibliotekas,Rigas 3. specialas pamatskolas biblioteka,LV-BIB-013089,"Telts iela 2A, Riga, LV-1004",56.91951,24.09217,308431,505611
Bibliotekas,"Rigas 31. vidusskolas biblioteka ",LV-BIB-013143,"Skuju iela 11, Riga, LV-1015",57.0332,24.09587,321086,505819
Bibliotekas,Rigas 33. vidusskolas biblioteka,LV-BIB-013363,"Sturmanu iela 23, Riga, LV-1016",57.03376,24.05251,321146,503187
Bibliotekas,Rigas 34. vidusskolas biblioteka,LV-BIB-013364,"Kandavas iela 4, Riga, LV-1083",56.95036,24.05317,311862,503234
Bibliotekas,Rigas 37. vidusskolas biblioteka,LV-BIB-013155,"ciekurkalna 1. linija 53, Riga, LV-1026",56.98289,24.17637,315496,510719
Bibliotekas,Rigas 4. specialas internatpamatskolas biblioteka,LV-BIB-013069,"Tirzas iela 2, Riga, LV-1024",56.98923,24.22463,316210,513650
Bibliotekas,Rigas 40. vidusskolas biblioteka,LV-BIB-013350,"Terbatas iela 15/17, Riga, LV-1011",56.95427,24.12191,312303,507415
Bibliotekas,Rigas 41. vidusskolas biblioteka,LV-BIB-013367,"Slokas iela 49A, Riga, LV-1007",56.95352,24.06169,312214,503752
Bibliotekas,Rigas 45. vidusskolas biblioteka,LV-BIB-013054,"Ropažu iela 34, Riga, LV-1039",56.97961,24.17407,315130,510580
Makslinieciskie kolektivi,"Rigas 45. vidusskolas jauniesu tautas deju kolektivs ""ciekurs""",LV-KOLEKTIVS-014568,"Ropažu iela 34, Riga, LV-1039",56.97961,24.17407,315130,510580
Makslinieciskie kolektivi,"Rigas 45. vidusskolas videjas paaudzes tautas deju kolektivs ""ciekurs""",LV-KOLEKTIVS-016628,"Ropažu iela 34, Riga, LV-1039",56.97961,24.17407,315130,510580
Makslinieciskie kolektivi,Rigas 45. vidusskolas zenu koris,LV-KOLEKTIVS-014545,"Berzpils iela 1, Riga, LV-1039",56.97918,24.17063,315082,510371
Bibliotekas,Rigas 46. vidusskolas biblioteka,LV-BIB-013144,"Skuju iela 28, Riga, LV-1015",57.03527,24.1115,321318,506767
Bibliotekas,Rigas 47. vidusskolas biblioteka,LV-BIB-013078,"Skaistkalnes iela 7, Riga, LV-1004",56.91598,24.10297,308039,506269
Makslinieciskie kolektivi,Rigas 47. vidusskolas koris,LV-KOLEKTIVS-014536,"Skaistkalnes iela 7, Riga, LV-1004",56.91598,24.10297,308039,506269
Bibliotekas,Rigas 49. vidusskolas biblioteka,LV-BIB-013055,"Krisjana Valdemara iela 65, Riga, LV-1010",56.96144,24.12159,313101,507394
Makslinieciskie kolektivi,Rigas 49. vidusskolas jauniesu koris,LV-KOLEKTIVS-014553,"Krisjana Valdemara iela 65, Riga, LV-1010",56.96144,24.12159,313101,507394
Makslinieciskie kolektivi,Rigas 49. vidusskolas zenu koris,LV-KOLEKTIVS-014546,"Krisjana Valdemara iela 65, Riga, LV-1010",56.96144,24.12159,313101,507394
Bibliotekas,Rigas 5. internatpamatskolas - attistibas centra biblioteka,LV-BIB-013146,"Slavu iela 19, Riga, LV-1073",56.93028,24.17632,309639,510731
Bibliotekas,Rigas 51. vidusskolas biblioteka,LV-BIB-013020,"Maskavas iela 262, Riga, LV-1063",56.90794,24.18052,307153,510993
Bibliotekas,Rigas 53. vidusskolas biblioteka,LV-BIB-013079,"Melnsila iela 6, Riga, LV-1046",56.94163,24.06956,310891,504232
Bibliotekas,Rigas 54. vidusskolas biblioteka,LV-BIB-013368,"Balta iela 22A, Riga, LV-1055",56.96968,24.06418,314013,503902
Bibliotekas,Rigas 6. vidusskolas biblioteka,LV-BIB-013016,"Aleksandra caka iela 102, Riga, LV-1011",56.95859,24.1413,312786,508593
Makslinieciskie kolektivi,Rigas 6. vidusskolas jauktais koris,LV-KOLEKTIVS-014515,"Aleksandra caka iela 102, Riga, LV-1011",56.95864,24.1412,312791,508587
Makslinieciskie kolektivi,"Rigas 6. vidusskolas meitenu koris ""Mirklis""",LV-KOLEKTIVS-014534,"Aleksandra caka iela 102, Riga, LV-1011",56.95864,24.1412,312791,508587
Makslinieciskie kolektivi,Rigas 6. vidusskolas puteju orķestris,LV-KOLEKTIVS-014590,"Aleksandra caka iela 102, Riga, LV-1011",56.95864,24.1412,312791,508587
Bibliotekas,Rigas 60. vidusskolas biblioteka,LV-BIB-013056,"Vaidavas iela 6, Riga, LV-1084",56.9629,24.17532,313270,510661
Bibliotekas,Rigas 61. vidusskolas biblioteka,LV-BIB-013080,"Parslas iela 14, Riga, LV-1002",56.93419,24.06083,310063,503702
Bibliotekas,Rigas 63. vidusskolas biblioteka,LV-BIB-013057,"Baltezera iela 6, Riga, LV-1024",56.99074,24.23847,316381,514490
Makslinieciskie kolektivi,"Rigas 64. vidusskolas bernu deju kolektivs ""Dzervenite""",LV-KOLEKTIVS-014575,"unijas iela 93, Riga, LV-1084",56.9611,24.18483,313071,511240
Bibliotekas,Rigas 64. vidusskolas biblioteka,LV-BIB-013058,"unijas iela 93, Riga, LV-1084",56.9611,24.18483,313071,511240
Makslinieciskie kolektivi,Rigas 64. vidusskolas jauktais koris,LV-KOLEKTIVS-014554,"unijas iela 93, Riga, LV-1084",56.9611,24.18483,313071,511240
Makslinieciskie kolektivi,Rigas 64. vidusskolas meitenu koris,LV-KOLEKTIVS-014537,"unijas iela 93, Riga, LV-1084",56.9611,24.18483,313071,511240
Bibliotekas,Rigas 65. vidusskolas biblioteka,LV-BIB-013022,"Prusu iela 32, Riga, LV-1057",56.91188,24.1909,307594,511624
Bibliotekas,Rigas 66. specialas vidusskolas biblioteka,LV-BIB-013145,"Katrinas iela 4, Riga, LV-1045",56.96517,24.09996,313514,506078
Bibliotekas,Rigas 69. vidusskolas biblioteka,LV-BIB-013370,"Imantas iela 11A, Riga, LV-1067",56.9561,24.02562,312500,501558
Makslinieciskie kolektivi,Rigas 69. vidusskolas koris,LV-KOLEKTIVS-014538,"Imantas iela 11A, Riga, LV-1067",56.9561,24.02562,312500,501558
Bibliotekas,Rigas 7. pamatskolas biblioteka,LV-BIB-013147,"Jaunciema 4. sķerslinija 4, Riga, LV-1023",57.04194,24.17584,322069,510670
Bibliotekas,Rigas 71. vidusskolas biblioteka,LV-BIB-013371,"Ilguciema iela 6, Riga, LV-1055",56.96267,24.05239,313232,503186
Bibliotekas,"Rigas 71. vidusskolas sakumskolas un Bernu invalidu izglitibas un socialas rehabilitacijas centra biblioteka [reorganizeta 04.02.2011., Rigas 71.vidusskolas strukturvieniba]",LV-BIB-013354,"Grivas iela 26, Riga, LV-1055",56.96427,24.04991,313410,503035
Bibliotekas,Rigas 72. vidusskolas biblioteka,LV-BIB-013023,"Iksķiles iela 6, Riga, LV-1057",56.90182,24.20713,306477,512616
Bibliotekas,Rigas 74. vidusskolas biblioteka,LV-BIB-013059,"Indula iela 4, Riga, LV-1084",56.96215,24.18426,313188,511205
Bibliotekas,Rigas 75. vidusskolas biblioteka,LV-BIB-013024,"Ogres iela 9, Riga, LV-1019",56.92685,24.16345,309256,509949
Bibliotekas,Rigas 80. vidusskolas biblioteka,LV-BIB-013060,"Andromedas gatve 11, Riga, LV-1084",56.95815,24.20245,312746,512312
Makslinieciskie kolektivi,Rigas 84. vidusskolas koris,LV-KOLEKTIVS-014539,"Lielvardes iela 141, Riga, LV-1082",56.9505,24.2075,311896,512622
Bibliotekas,Rigas 84.vidusskolas biblioteka,LV-BIB-013061,"Lielvardes iela 141, Riga, LV-1082",56.9505,24.2075,311896,512622
Bibliotekas,Rigas 85. vidusskolas biblioteka,LV-BIB-013062,"Purvciema iela 23A, Riga, LV-1035",56.95446,24.17293,312331,510518
Bibliotekas,Rigas 86. vidusskolas biblioteka,LV-BIB-013026,"Ilukstes iela 10, Riga, LV-1082",56.9362,24.19643,310302,511953
Bibliotekas,"Rigas 88. vidusskolas biblioteka ",LV-BIB-013027,"Ilukstes iela 30, Riga, LV-1082",56.94353,24.20109,311119,512234
Bibliotekas,Rigas 89. vidusskolas biblioteka,LV-BIB-013063,"Hipokrata iela 27, Riga, LV-1079",56.96271,24.23761,313261,514449
Bibliotekas,Rigas 9. vakara (mainu) vidusskolas biblioteka,LV-BIB-013596,"Stamerienas iela 8, Riga, LV-1006",56.98036,24.19873,315218,512079
Bibliotekas,Rigas 92. vidusskolas biblioteka,LV-BIB-013029,"Ulbrokas iela 3, Riga, LV-1021",56.9414,24.21399,310884,513020
Bibliotekas,Rigas 93. vidusskolas biblioteka,LV-BIB-013030,"Sesku iela 72, Riga, LV-1082",56.94533,24.19164,311317,511659
Bibliotekas,Rigas 94. vidusskolas biblioteka,LV-BIB-013084,"Ozolciema iela 26, Riga, LV-1058",56.89893,24.09372,306140,505709
Bibliotekas,Rigas 95.vidusskolas biblioteka,LV-BIB-013085,"Bruknas iela 5, Riga, LV-1058",56.90329,24.08523,306625,505191
Bibliotekas,Rigas 96. vidusskolas biblioteka,LV-BIB-013372,"Auru iela 6A, Riga, LV-1069",56.95997,24.00574,312930,500349
Makslinieciskie kolektivi,Rigas 99. vidusskolas koris,LV-KOLEKTIVS-014540,"Tallinas iela 57, Riga, LV-1012",56.96065,24.14124,313015,508589
Bibliotekas,Rigas Aeronavigacijas instituta biblioteka,LV-BIB-013417,"Mežkalna iela 9, Riga, LV-1058",56.89503,24.08408,305705,505122
Makslinieciskie kolektivi,Rigas agenskalna baptistu draudzes koris,LV-KOLEKTIVS-014558,"Marupes iela 14, Riga, LV-1002",56.93122,24.07379,309733,504491
Makslinieciskie kolektivi,Rigas agenskalna gimnazijas jauniesu koris,LV-KOLEKTIVS-014548,"agenskalna iela 21A, Riga, LV-1048",56.94677,24.06314,311463,503841
Arhitekturas gada balva,"Rigas Akustiskas Koncertzales projekts uz AB dambja ",LV-ARHITEKT-000017,Riga,,,,
Makslinieciskie kolektivi,Rigas Amatniecibas vidusskolas jauktais koris,LV-KOLEKTIVS-013047,"Jurmalas gatve 90, Riga, LV-1029",56.95272,24.00487,312124,500296
Bibliotekas,Rigas Anglu gimnazijas biblioteka,LV-BIB-013077,"Zvardes iela 1, Riga, LV-1004",56.92522,24.07278,309065,504430
Makslinieciskie kolektivi,Rigas Anglu gimnazijas jauktais koris,LV-KOLEKTIVS-014547,"Zvardes iela 1, Riga, LV-1004",56.92522,24.07278,309065,504430
Makslinieciskie kolektivi,Rigas Anglu gimnazijas jauktais koris (5.-9.kl.),LV-KOLEKTIVS-014521,"Zvardes iela 1, Riga, LV-1004",56.92522,24.07278,309065,504430
Makslinieciskie kolektivi,Rigas Anglu gimnazijas meitenu koris,LV-KOLEKTIVS-014522,"Zvardes iela 1, Riga, LV-1004",56.92522,24.07278,309065,504430
